country,name,region,income,year,le,startLE,percentage,x,female,male,lat,lng
ABW,Aruba,Latin America & Caribbean,High income,1988,73.2962439,65.56936585,0.117842806,93.56936585,75.827,70.886,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1989,73.34448781,65.56936585,0.118578575,94.56936585,75.886,70.924,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1990,73.38997561,65.56936585,0.11927231,95.56936585,75.932,70.969,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1991,73.43312195,65.56936585,0.119930336,96.56936585,75.969,71.018,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1992,73.4717561,65.56936585,0.120519547,97.56936585,76.002,71.062,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1993,73.50531707,65.56936585,0.121031386,98.56936585,76.033,71.098,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1994,73.5357561,65.56936585,0.121495612,99.56936585,76.066,71.126,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1995,73.56360976,65.56936585,0.121920409,100.5693659,76.1,71.148,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1996,73.58995122,65.56936585,0.122322143,101.5693659,76.133,71.168,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1997,73.61634146,65.56936585,0.122724622,102.5693659,76.164,71.19,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1998,73.64485366,65.56936585,0.123159462,103.5693659,76.192,71.219,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,1999,73.67948781,65.56936585,0.123687668,104.5693659,76.221,71.259,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2000,73.72419512,65.56936585,0.1243695,105.5693659,76.257,71.312,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2001,73.78443902,65.56936585,0.125288282,106.5693659,76.307,71.382,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2002,73.86217073,65.56936585,0.12647377,107.5693659,76.375,71.469,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2003,73.95882927,65.56936585,0.127947911,108.5693659,76.465,71.572,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2004,74.07190244,65.56936585,0.129672393,109.5693659,76.575,71.688,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2005,74.19990244,65.56936585,0.131624524,110.5693659,76.703,71.816,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2006,74.33882927,65.56936585,0.133743301,111.5693659,76.845,71.952,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2007,74.4827561,65.56936585,0.135938332,112.5693659,76.992,72.093,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2008,74.62768293,65.56936585,0.138148615,113.5693659,77.14,72.235,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2009,74.77114634,65.56936585,0.140336579,114.5693659,77.285,72.377,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2010,74.91063415,65.56936585,0.142463911,115.5693659,77.425,72.516,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2011,75.04765854,65.56936585,0.144553673,116.5693659,77.561,72.654,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2012,75.18319512,65.56936585,0.146620745,117.5693659,77.695,72.791,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2013,75.31973171,65.56936585,0.148703068,118.5693659,77.83,72.929,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2014,75.45678049,65.56936585,0.150793202,119.5693659,77.965,73.068,12.556,-70.024
ABW,Aruba,Latin America & Caribbean,High income,2015,75.59434146,65.56936585,0.152891148,120.5693659,78.1,73.208,12.556,-70.024
AFG,Afghanistan,South Asia,Low income,1960,32.33756098,32.33756098,0,32.33756098,33.133,31.58,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1961,32.78697561,32.33756098,0.013897605,33.33756098,33.586,32.026,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1962,33.22892683,32.33756098,0.027564412,34.33756098,34.03,32.466,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1963,33.66690244,32.33756098,0.041108279,35.33756098,34.469,32.903,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1964,34.10190244,32.33756098,0.054560128,36.33756098,34.904,33.338,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1965,34.53490244,32.33756098,0.06795013,37.33756098,35.337,33.771,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1966,34.96692683,32.33756098,0.081309962,38.33756098,35.768,34.204,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1967,35.39892683,32.33756098,0.09466904,39.33756098,36.2,34.636,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1968,35.83241463,32.33756098,0.108074127,40.33756098,36.634,35.069,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1969,36.26939024,32.33756098,0.121587069,41.33756098,37.072,35.505,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1970,36.71282927,32.33756098,0.135299885,42.33756098,37.518,35.946,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1971,37.1617561,32.33756098,0.149182405,43.33756098,37.97,36.392,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1972,37.62017073,32.33756098,0.163358324,44.33756098,38.432,36.847,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1973,38.08858537,32.33756098,0.17784348,45.33756098,38.904,37.312,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1974,38.571,32.33756098,0.19276157,46.33756098,39.39,37.791,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1975,39.06943902,32.33756098,0.208175195,47.33756098,39.891,38.287,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1976,39.58539024,32.33756098,0.224130363,48.33756098,40.409,38.801,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1977,40.11985366,32.33756098,0.240657998,49.33756098,40.945,39.334,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1978,40.67682927,32.33756098,0.257881796,50.33756098,41.503,39.89,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1979,41.25880488,32.33756098,0.275878688,51.33756098,42.086,40.471,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1980,41.8752439,32.33756098,0.29494132,52.33756098,42.705,41.085,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1981,42.53360976,32.33756098,0.315300489,53.33756098,43.369,41.738,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1982,43.23590244,32.33756098,0.337018041,54.33756098,44.08,42.432,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1983,43.98009756,32.33756098,0.360031376,55.33756098,44.837,43.164,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1984,44.76219512,32.33756098,0.384216798,56.33756098,45.636,43.93,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1985,45.57921951,32.33756098,0.40948229,57.33756098,46.473,44.728,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1986,46.42765854,32.33756098,0.435719242,58.33756098,47.345,45.554,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1987,47.29656098,32.33756098,0.462589,59.33756098,48.239,46.399,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1988,48.17046342,32.33756098,0.489613377,60.33756098,49.138,47.249,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1989,49.03136585,32.33756098,0.516235745,61.33756098,50.024,48.086,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1990,49.85780488,32.33756098,0.541792373,62.33756098,50.874,48.89,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1991,50.6277561,32.33756098,0.565602184,63.33756098,51.667,49.638,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1992,51.3327561,32.33756098,0.587403457,64.33756098,52.393,50.323,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1993,51.97026829,32.33756098,0.607117752,65.33756098,53.051,50.941,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1994,52.54382927,32.33756098,0.624854432,66.33756098,53.643,51.497,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1995,53.06241463,32.33756098,0.640891058,67.33756098,54.179,51.999,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1996,53.54353659,32.33756098,0.655769173,68.33756098,54.676,52.465,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1997,54.00970732,32.33756098,0.670184939,69.33756098,55.156,52.918,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1998,54.48290244,32.33756098,0.684817927,70.33756098,55.642,53.379,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,1999,54.97514634,32.33756098,0.700039975,71.33756098,56.145,53.861,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2000,55.49892683,32.33756098,0.716237253,72.33756098,56.678,54.376,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2001,56.06070732,32.33756098,0.733609636,73.33756098,57.249,54.929,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2002,56.65353659,32.33756098,0.751942165,74.33756098,57.849,55.515,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2003,57.26587805,32.33756098,0.770878085,75.33756098,58.468,56.121,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2004,57.89121951,32.33756098,0.790216014,76.33756098,59.1,56.74,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2005,58.51558537,32.33756098,0.809523774,77.33756098,59.73,57.359,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2006,59.12595122,32.33756098,0.8283986,78.33756098,60.346,57.964,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2007,59.70885366,32.33756098,0.846424154,79.33756098,60.933,58.543,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2008,60.25673171,32.33756098,0.86336662,80.33756098,61.486,59.086,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2009,60.76460976,32.33756098,0.879072135,81.33756098,61.999,59.589,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2010,61.23546342,32.33756098,0.893632716,82.33756098,62.476,60.054,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2011,61.6742439,32.33756098,0.907201472,83.33756098,62.924,60.484,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2012,62.09297561,32.33756098,0.920150244,84.33756098,63.354,60.892,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2013,62.50160976,32.33756098,0.932786762,85.33756098,63.778,61.286,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2014,62.90268293,32.33756098,0.945189465,86.33756098,64.197,61.67,34.023,65.5267
AFG,Afghanistan,South Asia,Low income,2015,63.29819512,32.33756098,0.957420202,87.33756098,64.613,62.046,34.023,65.5267
AGO,Angola,Sub-Saharan Africa,Lower middle income,1960,33.22602439,33.22602439,0,33.22602439,34.737,31.787,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1961,33.5477561,33.22602439,0.009683124,34.22602439,35.07,32.098,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1962,33.888,33.22602439,0.019923407,35.22602439,35.421,32.428,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1963,34.24473171,33.22602439,0.030659922,36.22602439,35.789,32.774,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1964,34.61746342,33.22602439,0.041877987,37.22602439,36.173,33.136,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1965,35.00221951,33.22602439,0.053457949,38.22602439,36.568,33.511,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1966,35.3965122,33.22602439,0.065324933,39.22602439,36.971,33.897,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1967,35.79785366,33.22602439,0.077404063,40.22602439,37.379,34.292,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1968,36.20226829,33.22602439,0.089575685,41.22602439,37.787,34.693,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1969,36.60721951,33.22602439,0.101763458,42.22602439,38.194,35.096,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1970,37.01421951,33.22602439,0.114012892,43.22602439,38.601,35.503,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1971,37.4257561,33.22602439,0.126398863,44.22602439,39.011,35.916,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1972,37.84331707,33.22602439,0.13896615,45.22602439,39.426,36.336,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1973,38.26185366,33.22602439,0.151562799,46.22602439,39.843,36.756,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1974,38.67531707,33.22602439,0.164006762,47.22602439,40.258,37.168,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1975,39.07212195,33.22602439,0.175949355,48.22602439,40.663,37.557,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1976,39.44119512,33.22602439,0.18705731,49.22602439,41.05,37.909,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1977,39.77246342,33.22602439,0.197027455,50.22602439,41.412,38.211,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1978,40.06148781,33.22602439,0.20572619,51.22602439,41.742,38.461,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1979,40.30778049,33.22602439,0.213138834,52.22602439,42.039,38.659,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1980,40.51092683,33.22602439,0.219252907,53.22602439,42.299,38.808,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1981,40.67558537,33.22602439,0.224208617,54.22602439,42.52,38.919,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1982,40.81436585,33.22602439,0.228385478,55.22602439,42.71,39.009,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1983,40.93782927,33.22602439,0.232101343,56.22602439,42.877,39.091,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1984,41.05302439,33.22602439,0.235568358,57.22602439,43.026,39.174,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1985,41.16134146,33.22602439,0.238828365,58.22602439,43.163,39.255,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1986,41.26070732,33.22602439,0.241818968,59.22602439,43.289,39.329,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1987,41.35148781,33.22602439,0.244551178,60.22602439,43.41,39.391,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1988,41.44160976,33.22602439,0.247263569,61.22602439,43.537,39.446,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1989,41.54358537,33.22602439,0.250332717,62.22602439,43.682,39.507,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1990,41.66948781,33.22602439,0.254121989,63.22602439,43.854,39.589,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1991,41.82846342,33.22602439,0.258906661,64.22602439,44.056,39.707,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1992,42.03465854,33.22602439,0.265112493,65.22602439,44.296,39.881,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1993,42.30309756,33.22602439,0.273191672,66.22602439,44.588,40.127,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1994,42.65029268,33.22602439,0.283641166,67.22602439,44.948,40.462,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1995,43.09812195,33.22602439,0.297119434,68.22602439,45.403,40.903,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1996,43.66595122,33.22602439,0.314209329,69.22602439,45.978,41.464,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1997,44.35514634,33.22602439,0.334951959,70.22602439,46.68,42.141,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1998,45.15958537,33.22602439,0.359163072,71.22602439,47.508,42.923,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,1999,46.07078049,33.22602439,0.386587211,72.22602439,48.453,43.802,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2000,47.0767561,33.22602439,0.416863948,73.22602439,49.502,44.767,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2001,48.16263415,33.22602439,0.4495455,74.22602439,50.635,45.808,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2002,49.30156098,33.22602439,0.483823656,75.22602439,51.819,46.904,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2003,50.46612195,33.22602439,0.518873319,76.22602439,53.023,48.031,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2004,51.63285366,33.22602439,0.553988315,77.22602439,54.222,49.167,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2005,52.78770732,33.22602439,0.588745819,78.22602439,55.404,50.296,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2006,53.92712195,33.22602439,0.623038655,79.22602439,56.568,51.412,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2007,55.0475122,33.22602439,0.656758917,80.22602439,57.714,52.508,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2008,56.13929268,33.22602439,0.689618115,81.22602439,58.836,53.571,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2009,57.181,33.22602439,0.720970265,82.22602439,59.911,54.581,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2010,58.14112195,33.22602439,0.74986695,83.22602439,60.908,55.506,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2011,58.9912439,33.22602439,0.775452977,84.22602439,61.795,56.321,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2012,59.71843902,33.22602439,0.797339288,85.22602439,62.556,57.016,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2013,60.3217561,33.22602439,0.815497256,86.22602439,63.188,57.592,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2014,60.80673171,33.22602439,0.830093513,87.22602439,63.695,58.056,-12.836,17.808
AGO,Angola,Sub-Saharan Africa,Lower middle income,2015,61.18934146,33.22602439,0.841608877,88.22602439,64.094,58.423,-12.836,17.808
ALB,Albania,Europe & Central Asia,Upper middle income,1960,62.25436585,62.25436585,0,62.25436585,63.247,61.309,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1961,63.27346342,62.25436585,0.016369897,63.25436585,64.325,62.272,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1962,64.16285366,62.25436585,0.030656289,64.25436585,65.261,63.117,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1963,64.88709756,62.25436585,0.042289913,65.25436585,66.017,63.811,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1964,65.43819512,62.25436585,0.051142265,66.25436585,66.585,64.346,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1965,65.82739024,62.25436585,0.057393957,67.25436585,66.987,64.723,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1966,66.08931707,62.25436585,0.061601322,68.25436585,67.273,64.962,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1967,66.28721951,62.25436585,0.064780254,69.25436585,67.517,65.116,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1968,66.47495122,62.25436585,0.067795813,70.25436585,67.779,65.233,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1969,66.68160976,62.25436585,0.071115396,71.25436585,68.084,65.346,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1970,66.93258537,62.25436585,0.07514685,72.25436585,68.441,65.496,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1971,67.23887805,62.25436585,0.08006687,73.25436585,68.84,65.714,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1972,67.58595122,62.25436585,0.085641951,74.25436585,69.247,66.004,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1973,67.95795122,62.25436585,0.091617436,75.25436585,69.64,66.356,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1974,68.34834146,62.25436585,0.097888325,76.25436585,70.014,66.762,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1975,68.74121951,62.25436585,0.104199177,77.25436585,70.37,67.19,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1976,69.1155122,62.25436585,0.110211489,78.25436585,70.711,67.596,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1977,69.45617073,62.25436585,0.115683531,79.25436585,71.045,67.943,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1978,69.7542439,62.25436585,0.120471519,80.25436585,71.382,68.204,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1979,70.00965854,62.25436585,0.124574278,81.25436585,71.725,68.376,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1980,70.23597561,62.25436585,0.128209639,82.25436585,72.085,68.475,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1981,70.45446342,62.25436585,0.131719237,83.25436585,72.472,68.533,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1982,70.68512195,62.25436585,0.135424335,84.25436585,72.885,68.59,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1983,70.93739024,62.25436585,0.139476554,85.25436585,73.315,68.673,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1984,71.20653659,62.25436585,0.143799886,86.25436585,73.746,68.788,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1985,71.47121951,62.25436585,0.148051523,87.25436585,74.15,68.92,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1986,71.69756098,62.25436585,0.151687275,88.25436585,74.488,69.04,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1987,71.86195122,62.25436585,0.154327897,89.25436585,74.741,69.12,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1988,71.95329268,62.25436585,0.155795127,90.25436585,74.902,69.145,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1989,71.97858537,62.25436585,0.156201407,91.25436585,74.978,69.122,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1990,71.95878049,62.25436585,0.155883278,92.25436585,74.992,69.07,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1991,71.92626829,62.25436585,0.155361031,93.25436585,74.981,69.017,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1992,71.91797561,62.25436585,0.155227824,94.25436585,74.985,68.997,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1993,71.96480488,62.25436585,0.155980049,95.25436585,75.039,69.037,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1994,72.08073171,62.25436585,0.157842197,96.25436585,75.158,69.15,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1995,72.27626829,62.25436585,0.160983126,97.25436585,75.352,69.347,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1996,72.55148781,62.25436585,0.165404013,98.25436585,75.618,69.631,40.654,20.076
ALB,Albania,Europe & Central Asia,Upper middle income,1997,72.88395122,62.25436585,0.170744416,99.25436585,75.931,69.982,40.654,20.076
